일시,경기_수원시_kbs수원센터(kbs수원아트홀),경기_수원시_수원sk아트리움,경기_수원시_수원광교박물관,경기_수원시_수원박물관,경기_수원시_수원시립아이파크미술관,경기_수원시_수원월드컵경기장(축구박물관),경기_수원시_수원종합운동장(수원국민체육센터),경기_수원시_수원화성박물관,경기_수원시_해우재,경기_수원시_화성,경기_수원시_화성행궁(낙남헌),경기_성남시_남서울컨트리클럽,경기_성남시_성남가족캠핑숲,경기_성남시_성남아트센터,경기_성남시_신구대학교 식물원,경기_성남시_판교박물관,경기_성남시_한국잡월드,경기_안양시_김중업박물관,경기_부천시_웅진플레이도시- 골프연습장,경기_부천시_웅진플레이도시-워터파크&스파,경기_부천시_한국만화박물관,경기_광명시_광명도덕산캠핑장,경기_광명시_광명동굴,경기_광명시_광명스피돔,경기_동두천시_소요산관광지(자재암),경기_동두천시_자유수호평화박물관,경기_안산시_경기도미술관,경기_안산시_대부해솔길(구봉도공영주차장),경기_안산시_대부해솔길(종현어촌마을입구),경기_안산시_베르아델승마클럽,경기_안산시_성호기념관,경기_안산시_세종도예원,경기_안산시_수리산입구,경기_안산시_아일랜드리조트,경기_안산시_안산어촌민속박물관,경기_안산시_유리섬,경기_안산시_종이미술관,경기_고양시_123컨트리클럽,경기_고양시_KINTEX(한국국제전시장),경기_고양시_고양아람누리,경기_고양시_고양어린이박물관,경기_고양시_고양어울림누리,경기_고양시_고양원마운트,경기_고양시_고양종합운동장,경기_고양시_고양체육관,경기_고양시_뉴코리아컨트리클럽,경기_고양시_배다골테마파크,경기_고양시_서오릉,경기_고양시_아쿠아플라넷 일산,경기_고양시_중남미문화원,경기_고양시_쥬쥬테마동물원,경기_고양시_증권박물관,경기_고양시_한양컨트리클럽,경기_고양시_항공우주박물관,경기_고양시_행주산성,경기_과천시_경마공원,경기_과천시_국립과천과학관,경기_과천시_국립현대미술관 과천관,경기_과천시_서울랜드,경기_구리시_구리시 고구려 대장간마을,경기_구리시_동구릉,경기_남양주시_광릉,경기_남양주시_남양주유기농테마파크(남양주유기농박물관),경기_남양주시_모란미술관,경기_남양주시_몽골문화촌,경기_남양주시_서호미술관,경기_남양주시_양주컨트리클럽,경기_남양주시_우석헌자연사박물관,경기_남양주시_축령산자연휴양림,경기_남양주시_홍유릉,경기_오산시_경기도립 물향기수목원,경기_의왕시_바라산자연휴양림,경기_용인시_경기도 어린이 박물관,경기_용인시_골드컨트리클럽,경기_용인시_국가보훈처 88골프장,경기_용인시_글렌로스 골프클럽,경기_용인시_농도원목장,경기_용인시_레이크사이드컨트리클럽,경기_용인시_백남준 아트센터,경기_용인시_수원컨트리클럽,경기_용인시_아시아나컨트리클럽,경기_용인시_에버랜드,경기_용인시_용인 대장금 파크,경기_용인시_용인 자연휴양림,경기_용인시_용인농촌테마파크,경기_용인시_용인시박물관,경기_용인시_용인컨트리클럽,경기_용인시_은화삼컨트리클럽,경기_용인시_이영미술관,경기_용인시_캐리비안베이(워터파크),경기_용인시_코리아컨트리클럽,경기_용인시_태광컨트리클럽,경기_용인시_한국등잔박물관,경기_용인시_한국민속촌,경기_용인시_한성컨트리클럽,경기_용인시_한택식물원,경기_용인시_한화호텔앤드리조트(플라자CC),경기_용인시_호박등불마을,경기_용인시_호암미술관,경기_파주시_공릉관광지(하니랜드),경기_파주시_두루뫼박물관,경기_파주시_벽초지수목원,경기_파주시_산머루농원,경기_파주시_서서울컨트리클럽,경기_파주시_서원밸리골프클럽,경기_파주시_소울원,경기_파주시_쇠꼴마을,경기_파주시_영집궁시박물관,경기_파주시_임진각관광지,경기_파주시_통일전망대,경기_파주시_파주삼릉,경기_파주시_파주영어마을,경기_파주시_파주임실치즈스쿨,경기_파주시_헤이리예술마을,경기_파주시_황희선생유적지,경기_이천시_비에이비스타컨트리클럽,경기_이천시_이천시립월전미술관,경기_이천시_자연나라관광농원,경기_이천시_호텔미란다(이천스파플러스),경기_안성시_과채류마을,경기_안성시_구메농사마을,경기_안성시_꽃뫼마을,경기_안성시_너리굴문화마을,경기_안성시_미리내마을,경기_안성시_미리내성지,경기_안성시_서일농원,경기_안성시_선비마을,경기_안성시_신안컨트리클럽,경기_안성시_안성3.1운동기념관,경기_안성시_안성맞춤 천문과학관,경기_안성시_안성맞춤공예문화센터,경기_안성시_안성맞춤박물관,경기_안성시_안성맞춤캠핑장,경기_안성시_안성베네스트G.C.,경기_안성시_안성팜랜드,경기_안성시_안성허브마을,경기_안성시_용설호문화마을,경기_안성시_이경순소리박물관,경기_안성시_인처골마을,경기_안성시_조병화문학관,경기_안성시_청룡사,경기_안성시_칠장사,경기_안성시_파인크리크컨트리클럽,경기_안성시_풍산개마을,경기_안성시_향토사료관,경기_김포시_김포시사이드컨트리클럽,경기_김포시_김포청소년수련원,경기_김포시_김포함상공원,경기_김포시_다도박물관,경기_김포시_덕포진교육박물관,경기_김포시_아라뱃길김포터미널(유람선승선객),경기_김포시_약암관광호텔(입욕객),경기_김포시_장릉,경기_김포시_태산패밀리파크(체험프로그램),경기_화성시_우리꽃식물원,경기_화성시_융건릉,경기_화성시_향토박물관,경기_광주시_경기도자박물관,경기_광주시_남한산성 행궁,경기_광주시_일본군위안부역사관,경기_양주시_(재)송암스페이스센터,경기_양주시_국립아세안자연휴양림,경기_양주시_북한산국립공원,경기_양주시_양주시립장욱진미술관,경기_양주시_조명박물관,경기_양주시_회암사지박물관,경기_포천시_국립수목원,경기_포천시_비둘기낭캠핑장,경기_포천시_신북리조트 스프링폴,경기_포천시_어메이징파크,경기_포천시_포천아도니스컨트리클럽,경기_포천시_포천아트밸리,경기_포천시_포천한과박물관(한가원),경기_포천시_허브아일랜드,경기_여주시_강천보,경기_여주시_금은모래캠핑장,경기_여주시_명성황후생가,경기_여주시_목아불교박물관,경기_여주시_신륵사,경기_여주시_여주박물관,경기_여주시_여주시립폰박물관,경기_여주시_여주온천,경기_여주시_영릉(세종대왕),경기_여주시_이포보,경기_여주시_이포보오토캠핑장,경기_여주시_황학산수목원,경기_연천군_나룻배마을,경기_연천군_땅에미소,경기_연천군_수레울아트홀,경기_연천군_숭의전지,경기_연천군_신라경순왕릉,경기_연천군_재인폭포,경기_연천군_조선왕가,경기_연천군_한탄강관광지 오토캠핑장,경기_가평군_가평레일파크,경기_가평군_강씨봉자연휴양림,경기_가평군_고성청소년수련원(쁘띠프랑스),경기_가평군_남송미술관,경기_가평군_농촌체험마을,경기_가평군_대원사템플스테이,경기_가평군_백련사 템플스테이,경기_가평군_산장관광지,경기_가평군_서울학생교육원,경기_가평군_아침고요원예수목원,경기_가평군_연인산캠핑장,경기_가평군_유명산자연휴양림,경기_가평군_이화원,경기_가평군_자라섬캠핑장,경기_가평군_취옹예술관,경기_가평군_칼봉산자연휴양림,경기_가평군_크리스탈밸리컨트리클럽,경기_가평군_한화인재경영원,경기_양평군_곤충박물관,경기_양평군_국립산음자연휴양림,경기_양평군_국립중미산자연휴양림,경기_양평군_군립미술관,경기_양평군_농업박물관,경기_양평군_두물머리,경기_양평군_들꽃수목원,경기_양평군_몽양기념관,경기_양평군_민물고기생태학습관,경기_양평군_세미원,경기_양평군_소나기마을,경기_양평군_양평레일바이크,경기_양평군_용문산관광지,경기_양평군_지평의병 지평리전투기념관,경기_양평군_화서기념관
2018년 02월,5531,2135,5253,6401,7662,254,5403,10461,17374,10524,16498,2054,917,9484,727,8257,42206,1010,13893,51173,14472,1617,44009,42696,3026,1546,2952,5318,16944,965,1047,1652,26977,5297,1969,3291,1150,1544,391691,3811,16024,4049,66538,10300,65770,2397,6469,17379,56292,946,2840,537,3766,1321,5479,187569,65139,48946,58063,1233,3770,1759,8486,113,2523,762,1218,3195,4577,1835,2848,4077,37123,3824,3931,1689,123,5598,6221,1649,3251,202014,1285,6588,1718,1758,1129,1396,106,57573,2155,4847,168,47708,1492,228,4246,900,2486,4773,80,7025,1273,1996,2352,3064,517,93,97209,21275,2301,3048,960,32196,1191,5881,1203,2368,33714,139,5,47,728,414,4483,11020,387,2198,2278,506,108,1872,1419,3787,5584,4519,435,11,713,221,1350,2925,1988,354,308,2725,1678,3509,1385,1050,1268,16589,4820,796,3511,9013,1459,1066,4581,317,2766,4123,6804,1936,1693,1529,4614,356,27518,1322,4347,15772,766,23754,18433,279,4664,703,12082,5149,671,12840,18349,14291,1087,1818,407,1384,4960,1264,1457,1178,809,9037,3040,2184,30905,199,2678,500,830,1238,620,50971,2589,5783,2658,3058,629,1583,1145,2211,4501,5210,3036,13705,4023,54851,631,399,3976,6023,2658,3532,35940,655,394
2018년 03월,4550,11524,7700,6951,6497,210,6523,17471,21405,16174,28734,5125,1514,16047,2124,12712,38905,2048,27897,33315,9169,2657,57404,53345,5150,2701,4574,6545,19202,1432,1033,3628,34872,12206,3564,3631,1350,5448,430533,12364,16612,2469,16881,20830,80147,7030,3712,25924,41951,1694,7776,480,5758,1320,17080,289252,73627,75120,62579,3266,9192,4615,14589,405,3771,841,7794,4125,8387,3443,19395,7620,39791,13546,16938,4010,312,18766,7202,10600,11169,349307,3054,9739,7263,2391,4371,4512,213,11077,8966,14910,403,56163,8464,2615,14832,546,8503,5585,59,8468,1413,7634,6795,3199,162,110,152913,19338,4037,5117,455,40436,2509,17732,2116,2068,30347,117,14,72,2770,386,6584,18470,363,10595,6157,865,316,2663,2092,11978,23644,8728,730,106,258,432,3672,4500,9844,531,412,8267,5782,6932,1910,905,8198,13439,9334,1868,9538,20140,2104,2173,7893,345,563,5500,13717,3245,1902,2528,16160,1240,20144,2302,17434,26394,475,28951,36670,2723,10703,1901,22466,8835,1544,10657,24985,29290,3181,7509,222,1644,4718,1298,2453,6673,724,19303,5326,1972,32155,285,3422,450,680,1922,826,49814,2361,12619,3617,17162,1007,1312,7551,719,6217,2780,3606,13484,4863,59887,2149,609,6254,16404,6541,8016,77465,608,592
2018년 04월,3803,12812,11122,7987,6537,226,7162,40629,23309,26607,38393,6488,1791,10776,16844,5245,55084,3346,31289,37651,16617,3500,61192,49862,6205,13326,6761,10244,17737,1282,2008,5146,20736,13101,4348,4950,1250,6364,268177,10091,20493,2844,20192,20590,76114,8270,13561,32422,58190,4132,12264,940,16409,2131,19784,303459,143161,97364,155143,3308,14286,7713,16851,1651,8974,941,9152,4345,10652,12192,49374,12518,42270,18491,18077,4312,5325,23570,7980,14864,14122,576530,3567,19926,23849,3607,7368,6732,271,13309,12621,19720,805,102134,12294,16105,17117,1236,44961,9362,165,45951,1313,8485,7426,2314,7030,219,178688,31090,6623,5111,7055,57943,4324,21683,2422,9304,27090,122,30,118,14963,730,8696,20360,496,13403,5336,887,242,3962,2077,14684,55632,5336,1315,45,644,387,2629,4970,16981,1697,592,8850,6317,8982,2554,1599,14161,11307,14606,6459,22124,28505,2376,14220,11263,521,10693,4753,14181,6156,2506,14066,35738,1806,17685,6721,13671,33083,597,55188,51710,4049,16491,2454,16284,11146,1743,9245,41777,41971,1891,17697,278,1908,5246,2936,3030,10741,717,31347,10851,2624,45350,225,4213,463,840,2434,1494,101728,1916,16706,24275,25347,1924,1568,8393,1414,7262,3902,3803,14847,4930,81758,8662,533,9625,29419,10240,11998,48020,830,630
2018년 05월,4600,5445,14743,21414,18514,1048,8196,45374,25322,32130,55952,6782,2383,37071,15025,4834,66856,12143,34333,58280,21643,4693,92841,46589,6458,4034,7885,16753,22394,2210,12137,5397,28753,14411,5957,6126,2176,7038,380627,10549,24461,1093,37758,53610,75322,8562,15420,39520,61668,4650,18057,1783,16181,2300,21927,265792,134799,93041,192666,4389,17927,10472,24386,2235,11860,938,9297,2850,32078,8676,72984,17085,49566,22451,18213,4134,5998,26047,14002,14387,15400,751468,5701,27946,58021,3607,7340,7583,523,82639,16191,21055,1724,135683,13697,21622,18874,1005,29108,24739,309,60743,1500,11272,7814,6397,9610,521,294049,52929,8514,11251,4658,87768,8302,23321,4067,7911,27632,125,31,93,14062,853,9865,23830,560,14911,5886,1785,1680,5118,3370,14951,94634,5886,1088,75,588,388,4339,8490,19998,1034,817,10311,7312,10731,2596,1885,17332,11528,20202,11646,42050,42857,3210,10744,13849,1109,12773,5411,20902,12279,32891,24437,48580,2400,20737,10579,14310,55698,1055,68478,39139,6293,14649,2398,32955,18022,1769,8295,36602,31959,2515,23211,1007,2391,5364,3674,3735,23911,933,34874,11446,3961,50039,336,5446,547,1430,4675,2030,136692,3807,21965,5114,61646,2970,2180,9760,1456,7603,6968,3888,29614,6482,85902,10184,1146,10300,45393,12645,16594,100502,303,662
2018년 06월,4525,15714,14328,9321,7258,2373,8523,27924,26964,13180,25414,7645,2484,15102,8465,4628,53389,9973,33286,79749,16928,5010,116496,37550,5670,5193,6057,19185,18374,1985,1838,5370,35752,11896,5556,5461,1347,7378,534516,13576,21586,1600,72760,64150,71472,8985,8720,31869,44759,3380,8927,1148,16950,1900,15123,283172,82544,41333,95579,2598,19397,16323,15931,1957,8226,919,10027,2352,14296,6089,45138,16614,46637,24247,19431,4336,2397,26601,7262,16199,16721,501764,2744,24815,25632,3020,7239,8236,767,188973,18141,22073,1638,76948,14052,7844,19852,1828,14078,11793,875,23898,1291,11885,8035,6543,158,351,236111,36720,6349,12711,1535,70077,5881,24754,1958,6597,26359,124,46,126,9054,520,8650,19650,659,16297,5777,1172,268,4382,3020,16135,31759,5777,1496,32,431,298,474,2578,21810,1558,715,11420,3131,14441,3556,2216,13664,8730,20511,12194,10372,37847,13087,3968,8978,584,9065,4985,24770,12099,2366,16587,36136,2048,18611,8723,15538,36286,448,48447,81549,5340,12667,261,21566,9234,1508,6304,38464,63383,2174,12459,526,2512,17317,3615,3360,22033,889,38775,48244,4705,35230,341,5255,581,850,5144,3710,74003,3056,31575,2014,11469,2161,2329,11015,1299,6533,10234,8191,7632,6552,163023,5010,516,8086,49857,7397,10812,97064,91,776
2018년 07월,6442,3643,12525,10810,9011,1721,7894,17187,20622,6970,10053,5153,1825,27870,2490,5542,64808,1908,26951,116427,23605,4612,198673,49301,3588,1947,4846,7998,8989,1114,1813,3740,45335,14967,3760,4734,1481,4675,301091,11650,20304,11509,115031,32550,29980,7196,14727,16739,69114,2017,3396,1756,15160,2642,6907,292853,78304,67204,41870,1188,7237,4844,6577,391,5909,1559,9330,1383,17302,2622,12920,16833,49003,22161,18434,3974,381,22791,7025,13721,12904,359720,817,19931,5719,2890,4973,5884,812,310999,15501,19589,716,33603,11161,2509,17461,685,7307,3413,275,8303,1501,9764,7739,5399,2630,151,169044,28162,3290,10760,965,64665,2477,19376,1471,5015,38399,97,23,126,9471,1423,5320,19280,406,12290,8417,1067,78,3114,1930,13405,14313,6404,1097,82,1041,328,1117,3912,11625,585,694,10475,3453,12065,3464,1236,8828,7772,9807,11050,3252,15375,2407,2734,2991,803,3735,5210,35762,9600,2393,1014,21483,1484,24355,4513,19223,26637,425,28534,54007,3916,5902,1504,10282,10301,1436,4934,23855,42966,1080,4559,636,2221,7730,2586,1933,22666,1096,37540,4772,8969,28977,615,4698,673,1250,5802,2862,32323,5814,35621,1085,32338,2847,3123,11075,2840,7173,12759,8562,16791,4559,140388,1786,685,9655,79736,5634,6024,71386,208,419
2018년 08월,7547,10429,12867,18352,13071,1219,8080,23158,21250,6874,13904,3998,1902,32145,1184,6076,74984,2226,29182,129750,25336,4491,291294,51822,3550,2644,7005,8086,1874,866,1302,4221,21201,12755,1385,6774,1971,3930,803091,9996,28429,13862,121343,22650,33400,6869,18936,17653,92807,2071,1708,1310,10476,4871,7222,268322,123573,53457,47482,1041,6490,4499,7464,447,6618,1862,7704,1830,15351,2563,9942,16933,63850,17259,15987,3788,325,20911,12449,9310,11549,442496,1506,18116,7870,3492,3205,4698,743,412604,12705,17112,637,32802,7445,1382,13686,530,7873,4269,575,8098,1400,7669,6655,5476,2990,457,224543,34949,2620,10122,982,71423,2492,16475,1861,4209,37428,90,61,87,8090,1136,4760,20860,400,9867,5188,993,67,3641,1743,11921,13086,6392,1165,40,325,362,1134,4382,8332,297,493,8648,4687,5183,1672,782,7575,8298,6899,9034,2777,13027,3718,2989,3048,857,3824,5684,30094,9613,3816,1356,23907,1020,28171,8109,16434,34782,1073,37061,54949,2900,7083,1415,11738,11923,1784,5020,31602,38577,525,3854,629,1120,11451,2348,1880,18414,1050,38428,5458,10082,38007,498,5258,1024,1370,6344,4360,39736,7430,44174,1739,45194,3318,4137,9640,1115,10650,13242,9420,33580,5693,68340,1703,792,12806,41783,5489,6678,86950,123,560
2018년 09월,5622,4649,13109,11733,10233,1085,6974,46977,20222,20869,45469,7030,2284,8908,6734,4077,49581,3603,33018,49934,20322,4894,85713,51556,6963,2056,6411,13501,18086,1022,2778,4621,34349,13300,4174,5346,1717,6990,281316,15362,16053,12223,38504,61407,7650,8227,5585,40373,36295,3715,17054,996,15789,1875,45893,255325,74987,104743,139056,6997,20095,8883,24904,2072,7527,2011,9354,2258,9649,9146,41198,15871,35407,22559,16958,4186,5420,25487,5178,16372,14507,597150,4050,27312,26260,2986,7022,7365,510,90637,15908,19916,1960,153628,13481,6346,18393,1342,14534,15499,1600,25934,2000,11075,7817,5469,4620,1057,266990,42158,6665,9770,3350,71412,4996,23317,1769,5082,21802,150,5,112,6481,1498,11745,24900,529,14714,6895,1369,588,3769,3806,14441,64848,6488,1524,54,4163,391,1794,5040,12522,765,456,10189,1342,11871,3920,906,19121,10543,21331,8076,8325,47349,3083,8130,11702,265,9742,5355,13718,8234,2375,2287,30686,2924,17547,15211,21351,42577,2096,58524,99534,10358,10397,1668,20127,11036,1496,7532,43653,69208,2793,9935,774,3062,7893,2511,3042,18863,882,20907,9258,4220,38404,158,4140,1102,1508,4528,3114,54464,6288,43970,1801,63071,2935,2586,10003,1420,5560,11653,8181,6081,6579,70793,4057,549,8745,41985,13143,12124,97067,814,621
2018년 10월,3413,5321,11841,10757,9153,605,20154,49580,26134,33742,67820,6853,2348,28582,10706,4239,58353,6528,34185,36254,21490,4382,55561,40397,23341,3979,7901,77584,23224,1300,3529,5380,35072,12223,6025,5680,2850,6703,644478,24321,17634,13939,21358,40100,6880,7693,17416,35512,49649,5493,16225,1278,15034,2402,24436,239423,113487,104931,195807,8083,22066,12615,21372,5650,12016,2422,9982,3321,9274,8882,25605,14832,37177,21983,17736,4702,7783,23739,5503,16434,13199,751578,4818,28451,56784,2118,8684,7625,622,21642,16045,20233,1486,186142,13653,10401,17948,2711,34265,16518,828,52834,1500,10572,7527,7369,11320,712,835323,44544,8061,17551,10140,33407,6567,26770,1659,8009,20978,120,75,83,12399,3090,17260,21350,420,15309,5214,2349,626,4370,3596,14229,168018,3502,997,53,2078,497,1772,7984,12465,1833,786,9756,3005,13008,3080,2500,21000,11167,21293,10938,20526,55038,3435,20471,13702,1088,12803,5571,74517,12081,3288,2200,61122,2044,18622,11188,20804,51570,1352,83784,61007,3717,18243,2247,34977,18645,1510,7814,64365,56770,2495,20365,1136,2126,10204,3252,4146,15265,748,22531,11282,4070,46148,232,5028,1357,1650,3459,2888,104524,8355,85210,2308,95837,3400,2349,8811,1820,6252,14242,7992,11097,8099,56292,6307,1075,6878,41661,18792,14796,107603,1687,789
2018년 11월,5490,6931,7233,6718,9110,478,7117,24839,17125,19771,27103,5423,1627,19189,3224,4745,55553,4542,26844,33518,15712,2742,32996,40535,14131,5229,5953,5643,14970,1400,3122,2169,23268,11065,2864,5356,1260,5067,1065018,19278,23787,15097,28382,17270,7876,6711,3220,22640,41154,3224,4293,1631,12224,3824,12633,241404,88586,72911,53878,5602,12006,7227,10817,1509,4103,1980,8446,3268,3291,6302,8777,8932,40229,19229,15716,3628,2204,19501,7609,13859,10338,372014,3158,29224,8623,1856,7425,6549,480,19726,12184,17680,1144,66734,11906,659,15946,1787,18180,4296,406,17092,1500,8241,5987,7454,1500,284,311023,25072,4400,10065,1636,27721,3150,24473,1719,2175,23057,99,68,121,5759,615,11385,20600,587,12623,3614,763,85,3796,2217,11143,31638,2128,2073,58,522,559,2178,5556,10152,1123,532,8641,3267,8091,2316,2000,9940,11316,12114,2226,6051,25815,3223,4577,14559,1104,11764,5450,15722,4428,4642,1204,25068,1216,19524,7046,16347,25382,799,79179,29385,2601,12635,1796,22908,8445,1178,8753,28455,24120,1803,9434,389,2035,11004,2961,2477,5192,565,16459,6124,3177,31223,159,3566,1583,1200,2211,2623,54590,5816,90943,1600,6485,2983,1511,7283,2297,4892,15234,4925,11299,5708,48232,2248,901,4001,14802,7554,7802,84243,967,1154
2018년 12월,11861,10573,6144,8763,9849,516,7169,13671,15965,10638,13250,1319,1436,58043,3400,4862,48073,3489,15772,42972,27484,2358,42415,51735,3356,5182,5998,893,5117,550,3329,2650,6900,5610,1543,3622,1200,1619,822199,23725,27475,18981,60161,12650,16124,2719,4109,12721,48312,1261,3354,3077,5551,2157,6820,266781,143400,49090,59318,2268,3758,2131,3890,351,1176,2210,2644,2146,4539,2561,902,6959,43316,6240,6415,909,226,7375,5337,5076,2747,240686,1538,11360,1355,1547,1696,1959,357,53065,4657,5715,501,57071,28483,691,5184,1787,4425,4578,203,11648,1500,2554,3248,5865,850,128,148003,17380,1133,7299,410,26830,1327,9247,2052,1050,26315,70,99,187,2551,462,4480,21400,242,3915,1585,645,51,2704,1871,2904,11667,1368,985,37,276,287,1216,3840,2781,389,421,3022,2045,3835,1433,1500,12230,16597,4271,712,3186,9515,2338,3079,5280,420,4714,2094,7963,1927,20261,772,5979,464,25632,3675,4322,14102,500,80472,27845,1061,4912,1487,10180,6869,870,13268,17186,18156,1888,2522,252,2361,8953,1335,1423,2596,276,9797,2616,3017,33596,152,2960,1931,1200,2093,933,76238,5494,13184,1707,4480,2366,1828,2943,1045,5390,6416,4704,25142,4192,87160,734,828,3740,5764,3503,2328,42076,1430,465
2019년 01월,8874,1493,6807,7671,6906,729,8572,13492,21307,8650,11745,1723,969,21935,2190,4937,52294,2572,14286,48413,24951,1619,46575,46065,3198,3166,4456,3998,8680,450,1536,1532,27661,5599,2434,3669,850,1290,202090,12213,21687,8439,83389,12500,8627,522,10177,14694,48838,897,5263,735,1853,2370,28464,239845,100419,30378,56033,1998,3576,1890,4580,198,1086,1310,453,1650,3841,2720,2720,5066,43836,3506,1476,1566,164,5911,5697,2424,2131,189807,1586,7112,7525,2324,942,6414,181,62850,2350,6732,170,60179,1890,812,3112,239,4027,6211,182,7326,1100,1615,1821,3618,1980,135,120683,20121,1143,6607,405,16968,1384,4531,1982,4572,28530,20,30,87,3546,372,4760,11280,249,1391,3029,886,22,2925,1180,3133,10224,1856,725,38,234,261,1216,1450,1550,693,380,3003,537,4461,1276,1500,611,20814,4710,816,3662,7756,1827,1759,6491,430,3712,4813,8838,1641,6006,1493,4182,176,31200,1329,3596,10818,247,19395,15483,395,3694,962,11284,6754,1060,13742,22938,14777,1091,2595,165,1926,5951,1550,1497,3663,147,11093,2168,3308,26355,114,4412,241,1650,1175,1022,60977,928,8904,2066,3428,1281,1538,1168,3169,5650,5727,4601,31339,5023,79642,621,829,4308,5470,3150,1582,37795,584,170
2019년 02월,6089,2897,8062,6890,12072,504,7646,11814,18299,10685,15974,1632,1385,14892,1739,3747,41704,2092,18252,57714,21958,2636,42347,57051,3461,4515,4148,3259,13964,500,1118,1220,21882,6649,3729,3845,750,2231,328860,5600,24133,9293,63564,11200,9732,2931,9183,19666,49763,1078,4776,543,5104,1280,9351,191284,67768,24804,64605,5066,5483,3076,5280,162,492,992,2257,1710,4533,3172,4407,5008,43244,6116,4570,1758,288,6740,8282,3302,2340,250607,2240,7582,1555,1466,1384,1698,189,72410,3975,4161,315,92742,4399,982,5764,55,3564,5499,147,7852,1150,3403,3465,2769,630,132,137904,21597,1940,5737,469,17724,1544,7799,1714,2837,29879,25,30,62,2280,122,1307,10480,368,3367,5090,503,28,2532,1365,4836,8210,2156,1200,32,749,251,1286,1567,3744,671,362,3466,905,5159,968,2500,2646,18354,6812,921,4840,13241,1873,2389,10478,357,1826,4781,9344,2467,1253,1589,5806,384,28000,1631,6462,15164,845,31462,16483,809,4526,1013,14776,7757,1047,12408,25081,9866,1353,3303,189,2412,3896,1342,1294,4934,164,10722,4154,6639,30968,175,5712,262,1740,1502,926,56499,2758,24805,2809,4008,1170,3280,1985,3005,5170,4769,3249,16897,3648,93082,1078,829,4619,8141,3439,2566,42076,886,161
2019년 03월,4528,10115,7659,8464,7198,613,8499,25539,20715,16890,24998,4983,1515,9980,3620,3970,40408,2569,30902,32948,24118,3071,44207,53340,5746,6305,5537,7935,17558,650,1529,2150,29809,13364,5325,4928,890,5455,284497,10952,26838,9139,12917,21300,13209,7168,6282,24021,38230,1445,5955,354,15004,938,18832,314174,83918,37525,56054,5073,9309,3994,10235,520,851,1305,8734,1812,8657,4452,14718,6666,43439,15278,17913,4222,249,18576,4069,13792,11327,320348,2758,10416,6137,2304,4958,5313,265,13955,9810,14728,278,75799,10304,2741,15725,45,8911,5586,196,8109,1030,8541,6715,2889,140,206,208496,24963,2113,9108,369,21412,2798,21329,1978,1660,21956,50,39,112,4581,243,2369,12610,302,11294,17670,867,55,2123,2267,13451,23219,2948,1070,59,290,276,1212,2660,11145,1078,509,8706,1889,7847,1441,1500,5449,15854,8703,2373,10902,20068,3051,3438,8832,469,2047,4151,13605,3163,2267,2191,14098,980,26500,3919,17486,22814,391,35648,21868,2640,8391,1496,17829,11756,1269,10576,28853,16926,2116,8466,91,2184,7045,1475,2422,5605,196,24896,2164,3771,32459,271,5239,259,1550,1786,1678,50813,1508,41201,3166,6789,1388,1208,7214,579,6210,5043,2342,15810,4479,149647,2199,1352,7101,15815,5617,5334,85303,1054,377
2019년 04월,3494,9761,8320,9867,5372,525,13660,45130,15670,29285,43039,6442,1845,27733,16871,3875,49879,3953,33096,61830,20203,3144,37106,39980,6161,20897,7851,10547,18777,800,2761,3652,27071,14669,4641,4229,930,6491,826342,13479,18212,11258,16435,27300,2180,8337,4008,31710,49552,3680,13107,1085,16755,1557,25911,268557,120357,79809,162039,7977,14284,6636,16974,784,569,1422,9697,4273,8466,16212,52723,10558,36522,19309,19169,4683,3652,26196,5697,17331,14056,616392,3711,19579,33154,3296,6855,6637,144,20441,13442,21362,1009,114320,13374,12227,17459,500,54296,11890,453,38563,990,9142,7248,3446,5370,471,267211,31712,4282,10181,5567,20543,4772,23613,4022,7604,19445,71,45,87,11577,329,7600,9980,484,14003,18752,978,150,3572,2377,15499,61393,4826,1864,46,465,432,1192,3566,12822,1502,489,9279,8097,9614,2202,3996,13443,10511,16582,6947,20005,31663,2907,10001,11624,590,8103,4006,10128,6131,3360,19596,31373,1756,16649,3800,21468,32038,415,44880,26614,3957,12551,2074,27764,10682,1702,7638,37036,20824,2129,16436,207,2114,6623,2689,3839,6948,365,32086,10080,4159,35417,587,26195,312,1630,2254,2411,102651,1904,16801,3279,7355,1975,1592,7721,1397,4371,3992,1710,8692,4023,175708,7337,1171,7042,27674,12194,8030,116320,1366,253
